flood_probability,slope_norm,soil_stability,vegetation_density,wind_exposure,sun_score,buildability_score
0.6883,0.3867,0.5942,0.6315,0.4431,0.5253,63.78
0.8398,0.8976,0.5914,0.6243,0.9421,0.8822,55.95
0.131,0.8532,0.8278,0.1434,0.933,1.0,81.95
0.6452,0.5006,0.7424,0.0743,0.6501,0.3383,59.52
0.0671,0.6292,0.3295,0.2994,0.9077,0.7005,77.56
0.06,0.2045,0.7526,0.6648,0.4736,0.6036,93.15
0.623,0.2621,0.3417,0.5129,0.7746,0.3797,67.63
0.7288,0.6832,0.3694,0.7235,0.0916,0.4045,60.06
0.992,0.8781,0.4,0.7368,0.1729,0.4336,47.8
0.644,0.7943,0.2154,0.2505,0.176,0.9068,58.66
0.8227,0.9012,0.4532,0.8305,0.1648,0.6883,54.46
0.7074,0.2823,0.7721,0.6078,0.2529,0.3749,74.88
0.9109,0.2367,0.3077,0.3025,0.0082,0.7575,57.78
0.7817,0.2039,0.4118,0.9632,0.9774,0.4902,59.43
0.5023,0.3669,0.2481,0.2143,0.7671,0.8215,66.81
0.4275,0.416,0.3299,0.2392,0.8194,0.3563,61.59
0.1165,0.0259,0.3158,0.0863,0.6958,0.4368,88.77
0.0923,0.5921,0.4137,0.0344,0.6181,1.0,83.36
0.0507,0.545,0.5698,0.0702,0.3798,0.6278,86.0
0.117,0.5723,0.6733,0.8689,0.0361,0.3912,86.74
0.6707,0.1922,0.4748,0.5616,0.8166,0.4397,65.61
0.7604,0.881,0.6382,0.4891,0.9917,1.0,55.27
0.7115,0.6958,0.2484,0.4843,0.0113,0.8506,60.45
0.0922,0.1152,0.5543,0.7627,0.2906,0.5443,89.83
0.8668,0.112,0.7055,0.7817,0.0229,1.0,76.25
0.2635,0.3679,0.2195,0.4931,0.2561,0.726,89.25
0.7699,0.3449,0.7785,0.4959,0.3468,0.8947,67.07
0.4592,0.2261,0.7779,0.7559,0.209,0.6115,88.81
0.8352,0.6621,0.8718,0.5038,0.0768,0.848,67.91
0.7692,0.3155,0.8222,0.755,0.9766,1.0,65.0
0.9541,0.7597,0.6013,0.3791,0.7715,0.3054,42.9
0.0137,0.5938,0.3967,0.914,0.8627,1.0,89.26
0.3972,0.6046,0.8029,0.1369,0.7659,0.45,69.48
0.1081,0.6812,0.566,0.0089,0.0264,0.7042,83.9
0.9131,0.2743,0.234,0.4209,0.2496,0.4482,58.75
0.7526,0.3376,0.5742,0.4909,0.2853,0.8879,70.65
0.6935,0.5521,0.6361,0.6511,0.2434,0.5571,66.17
0.4929,0.1421,0.7956,0.325,0.5417,0.8847,76.52
0.6859,0.5504,0.4364,0.2743,0.3164,1.0,67.42
0.8942,0.9548,0.7472,0.9639,0.9193,0.7261,55.34
0.1651,0.751,0.4999,0.5427,0.9089,0.7522,72.65
0.5626,0.6349,0.3018,0.2405,0.017,0.4866,65.8
0.2354,0.2553,0.4549,0.3112,0.4211,0.9829,82.37
0.9437,0.2657,0.475,0.4911,0.0883,0.2854,59.9
0.228,0.4574,0.4416,0.1687,0.4423,0.6163,81.56
0.3019,0.5129,0.2776,0.7763,0.2531,0.3228,78.35
0.4394,0.5441,0.6947,0.7113,0.703,1.0,79.97
0.1183,0.3069,0.8422,0.8597,0.8775,0.3198,89.63
0.5164,0.1664,0.724,0.0221,0.3328,0.5615,75.78
0.3506,0.2582,0.7191,0.5008,0.2468,0.7143,83.86
0.2555,0.8493,0.7452,0.8456,0.2315,0.6644,84.64
0.1984,0.8773,0.6737,0.6319,0.3148,1.0,80.5
0.8476,0.3542,0.4872,0.424,0.0089,1.0,68.96
0.9553,0.6435,0.2964,0.4965,0.1498,0.4522,50.49
0.5227,0.7999,0.5301,0.2671,0.1257,0.3407,68.93
0.445,0.8723,0.3454,0.7978,0.2318,0.587,61.17
0.7861,0.0554,0.6067,0.8377,0.631,0.2697,69.23
0.0294,0.7161,0.6015,0.4064,0.9187,0.5807,78.08
0.5436,0.0696,0.4883,0.6932,0.2596,1.0,83.94
0.2751,0.5277,0.3763,0.272,0.8716,1.0,75.38
0.813,0.0339,0.6837,0.1727,0.487,0.7729,69.94
0.8763,0.1241,0.7679,0.5939,0.3554,0.5113,64.92
0.7488,0.4277,0.4305,0.1382,0.0845,0.9301,65.1
0.6982,0.3537,0.5046,0.4747,0.1686,0.2571,61.17
0.012,0.4149,0.8512,0.889,0.8879,0.9086,100
0.2047,0.306,0.606,0.7832,0.6971,0.5423,89.3
0.1841,0.313,0.2823,0.4093,0.2129,0.459,85.4
0.7323,0.606,0.7029,0.6869,0.6835,0.2923,61.65
0.0905,0.0128,0.5893,0.9459,0.1254,0.9028,100
0.4485,0.952,0.7164,0.2394,0.8564,1.0,69.06
0.7782,0.9399,0.4112,0.2818,0.6989,1.0,54.06
0.6371,0.8895,0.3717,0.7136,0.7739,0.9716,62.94
0.887,0.8919,0.3414,0.2133,0.169,0.7403,47.38
0.4054,0.4919,0.8955,0.1247,0.2081,1.0,82.38
0.4146,0.3257,0.3917,0.4563,0.711,0.3379,75.33
0.1299,0.7288,0.8892,0.8358,0.8653,1.0,86.83
0.9598,0.6751,0.5652,0.5945,0.073,0.9114,63.08
0.1208,0.9888,0.2835,0.3007,0.4013,0.4834,71.05
0.7126,0.0817,0.2721,0.5825,0.5048,0.3053,64.94
0.3034,0.7315,0.4114,0.9183,0.2129,0.9207,77.8
0.7696,0.5162,0.5826,0.6515,0.3365,0.9012,67.14
0.6691,0.9705,0.5917,0.8388,0.728,0.6703,71.13
0.0565,0.5603,0.8211,0.6325,0.3406,0.4082,90.32
0.751,0.7271,0.5884,0.0308,0.9689,0.942,54.27
0.4062,0.5718,0.6099,0.6145,0.6658,0.6276,76.93
0.3606,0.7189,0.3423,0.9928,0.8289,0.8427,71.96
0.361,0.0632,0.4152,0.758,0.6686,0.3725,85.38
0.8291,0.1889,0.8951,0.4724,0.832,0.9368,72.36
0.8428,0.0212,0.2327,0.246,0.5202,0.3057,58.53
0.4169,0.7136,0.7346,0.7515,0.9392,0.4561,64.69
0.0366,0.8005,0.7561,0.7063,0.5706,1.0,84.85
0.2713,0.1546,0.6867,0.4352,0.7225,0.7458,86.42
0.8652,0.9339,0.3232,0.4098,0.0593,0.6852,49.97
0.8121,0.395,0.5091,0.4271,0.3952,0.8706,70.54
0.0898,0.5981,0.3121,0.103,0.9979,0.4988,71.78
0.8591,0.8065,0.3357,0.3338,0.1324,0.3867,51.27
0.1859,0.975,0.478,0.9917,0.2258,0.4486,77.19
0.952,0.2557,0.3203,0.9264,0.9524,0.4541,52.95
0.0101,0.9105,0.7313,0.9991,0.4614,0.9607,87.49
0.7324,0.2271,0.2606,0.5149,0.1466,0.3861,71.99
0.465,0.7446,0.4577,0.1251,0.7081,0.4334,62.09
0.9834,0.0618,0.759,0.8406,0.8797,0.6162,60.11
0.9241,0.4082,0.8515,0.1941,0.4926,0.4613,60.31
0.5328,0.355,0.4802,0.7733,0.7708,0.4616,70.38
0.1398,0.7865,0.7984,0.2191,0.6742,0.4207,76.44
0.0353,0.8099,0.7022,0.8246,0.7333,0.9048,83.03
0.0532,0.5432,0.6088,0.1426,0.2076,1.0,95.25
0.0111,0.1975,0.3633,0.7617,0.6828,0.8296,95.32
0.5374,0.8107,0.3474,0.2809,0.3986,0.9522,66.75
0.4869,0.5474,0.8453,0.2694,0.2191,0.3426,74.2
0.5238,0.7109,0.6384,0.7527,0.6871,0.3542,68.65
0.3856,0.0166,0.8841,0.6278,0.2958,1.0,92.57
0.3565,0.3025,0.7824,0.1441,0.3676,0.8602,81.89
0.6207,0.1573,0.4026,0.3232,0.7133,0.8268,71.16
0.4503,0.6477,0.8936,0.6025,0.5224,0.5824,75.08
0.1328,0.992,0.3494,0.8028,0.038,0.803,83.77
0.6136,0.6072,0.8396,0.6769,0.5179,0.4496,68.73
0.0229,0.165,0.6157,0.3741,0.5817,0.868,100
0.964,0.7979,0.7456,0.6809,0.7275,0.3671,51.48
0.877,0.7364,0.5668,0.6379,0.7674,0.6197,52.49
0.4577,0.9905,0.5459,0.471,0.8708,1.0,59.75
0.2466,0.5595,0.4509,0.6156,0.8906,0.2509,70.93
0.5277,0.1852,0.3026,0.4697,0.1689,0.3446,71.57
0.242,0.677,0.4065,0.5728,0.9858,0.4589,74.75
0.6037,0.6151,0.8419,0.289,0.2011,0.766,68.83
0.4148,0.4355,0.6638,0.368,0.0745,0.3034,81.56
0.4906,0.0313,0.3047,0.8522,0.0157,0.3843,83.63
0.204,0.6715,0.355,0.7429,0.1677,0.9245,79.59
0.6568,0.4612,0.7039,0.8268,0.17,0.9189,74.17
0.2679,0.2138,0.8858,0.4261,0.3914,0.9805,95.52
0.5803,0.0334,0.2073,0.5487,0.4308,0.91,76.96
0.2079,0.8589,0.308,0.3095,0.924,0.66,63.13
0.7688,0.8866,0.6396,0.1977,0.469,0.5776,48.98
0.0914,0.9917,0.7565,0.7869,0.6164,0.2713,81.09
0.1978,0.0967,0.4904,0.9153,0.7712,0.8522,86.39
0.1074,0.2856,0.7259,0.8146,0.7158,0.6336,96.68
0.9614,0.8354,0.3785,0.4938,0.2134,1.0,52.52
0.5491,0.057,0.7397,0.8919,0.7115,0.3699,81.98
0.9434,0.03,0.4322,0.4367,0.9184,0.3306,59.54
0.8939,0.7402,0.5098,0.5934,0.9224,0.7448,54.05
0.2364,0.4451,0.3719,0.264,0.0434,1.0,81.35
0.5034,0.3951,0.7228,0.0578,0.2397,0.7189,75.62
0.5706,0.5917,0.6711,0.2804,0.8022,1.0,71.4
0.2982,0.8749,0.4508,0.5284,0.5949,0.4121,73.72
0.1121,0.8202,0.6802,0.3889,0.8225,0.7124,80.89
0.045,0.3301,0.4172,0.6219,0.3818,0.2506,89.47
0.2997,0.8024,0.3484,0.4024,0.4413,0.6713,70.42
0.6571,0.8813,0.4982,0.1863,0.1158,0.5599,54.89
0.985,0.2377,0.6022,0.6806,0.6988,1.0,59.69
0.5027,0.9262,0.2491,0.563,0.6388,0.2889,55.41
0.8285,0.1226,0.5648,0.2216,0.2167,0.3701,61.96
0.6615,0.0013,0.7704,0.5156,0.3157,0.2503,75.29
0.8626,0.1674,0.4371,0.8546,0.193,0.7254,74.19
0.0312,0.1844,0.406,0.3538,0.4657,1.0,99.11
0.0926,0.3748,0.2384,0.7477,0.6541,0.3331,81.73
0.5784,0.1897,0.4808,0.7844,0.3737,1.0,83.44
0.336,0.5756,0.6703,0.7397,0.5931,1.0,77.1
0.0815,0.4331,0.6622,0.0768,0.0078,0.2605,85.81
0.3112,0.9479,0.6182,0.204,0.1629,1.0,77.75
0.7154,0.7814,0.855,0.3656,0.4904,1.0,62.79
0.1014,0.4226,0.3076,0.591,0.2075,0.3788,85.59
0.353,0.9617,0.2295,0.8715,0.8596,0.991,63.69
0.0413,0.0522,0.8944,0.2132,0.8728,0.317,96.24
0.5222,0.3488,0.3081,0.449,0.5409,0.6063,69.08
0.1062,0.6905,0.8274,0.9816,0.9051,0.9732,85.92
0.6497,0.9169,0.8963,0.5919,0.8302,1.0,57.42
0.4293,0.4904,0.2653,0.1102,0.5544,0.2941,63.96
0.8992,0.6672,0.2922,0.6682,0.6451,0.4609,47.04
0.6795,0.8438,0.8483,0.1957,0.1821,0.5774,64.49
0.4953,0.7206,0.295,0.4292,0.1506,0.3554,62.46
0.2845,0.6627,0.62,0.555,0.6875,0.8927,82.92
0.8458,0.8815,0.6927,0.6333,0.5707,0.6208,53.14
0.5476,0.9669,0.4515,0.3438,0.0891,0.3792,62.05
0.4222,0.5189,0.4835,0.2741,0.1032,0.8816,77.91
0.5568,0.0133,0.3786,0.7962,0.4071,0.289,75.92
0.6112,0.907,0.3797,0.8044,0.5518,0.4664,57.3
0.4249,0.3257,0.3963,0.8753,0.0298,0.6203,77.06
0.7402,0.8286,0.8382,0.0347,0.8277,0.8846,53.58
0.4567,0.3405,0.5025,0.5575,0.6843,0.8345,78.61
0.6539,0.4871,0.2992,0.9828,0.0782,0.3812,66.28
0.6187,0.0161,0.6342,0.4543,0.8594,0.8463,78.11
0.848,0.6745,0.639,0.2877,0.4062,0.608,55.24
0.0856,0.6006,0.4418,0.0449,0.3907,1.0,84.14
0.9804,0.4009,0.5286,0.2935,0.7122,1.0,58.32
0.3202,0.9066,0.2943,0.7823,0.6864,0.3687,67.6
0.0848,0.7586,0.4709,0.7687,0.5401,0.6491,74.22
0.768,0.3084,0.5655,0.2701,0.9412,1.0,60.91
0.7861,0.4131,0.6553,0.1249,0.3696,0.3943,59.23
0.4976,0.4911,0.6787,0.0448,0.0629,0.5836,80.71
0.2063,0.7168,0.3033,0.148,0.1793,0.4362,71.33
0.1514,0.8278,0.4732,0.0338,0.521,0.933,72.22
0.6002,0.8786,0.5168,0.108,0.9558,0.3019,51.31
0.7727,0.0083,0.452,0.7322,0.2277,0.4326,76.68
0.515,0.3715,0.4896,0.3294,0.9607,0.8217,72.48
0.2882,0.1494,0.3046,0.7256,0.7111,0.2561,81.41
0.8782,0.2709,0.3807,0.7442,0.7255,0.9768,64.25
0.2772,0.6983,0.7591,0.281,0.031,1.0,86.17
0.2224,0.6947,0.7603,0.1968,0.8428,0.6768,74.03
0.8345,0.5917,0.5808,0.6892,0.3037,0.9433,64.55
0.9306,0.1473,0.2649,0.4921,0.9403,1.0,60.92
0.9012,0.517,0.5516,0.6531,0.9601,0.987,55.55
0.3107,0.9734,0.4407,0.4632,0.7724,0.9419,67.04
0.4352,0.217,0.4327,0.5039,0.4517,0.5087,80.33
0.1275,0.2132,0.6916,0.5023,0.9504,0.3817,85.2
0.749,0.9921,0.7768,0.1491,0.3108,0.9355,59.28
0.3269,0.0676,0.5262,0.5264,0.5571,0.421,85.92
0.0252,0.0461,0.3747,0.3364,0.2304,0.9249,100
0.1588,0.987,0.509,0.4728,0.3797,0.5973,80.97
0.0443,0.1285,0.5822,0.4951,0.321,0.8883,97.5
0.6651,0.0556,0.5308,0.2076,0.684,1.0,74.48
0.7168,0.39,0.4519,0.1896,0.3714,0.9376,68.14
0.6567,0.0345,0.789,0.7119,0.9406,0.4855,75.32
0.9547,0.2199,0.6449,0.1218,0.8053,0.3248,57.88
0.5909,0.8673,0.4674,0.3059,0.7078,0.5359,55.48
0.9316,0.2135,0.6166,0.6123,0.4788,0.9932,65.31
0.2271,0.243,0.3936,0.5806,0.4509,0.8204,84.38
0.842,0.4674,0.2646,0.75,0.7463,0.9758,58.6
0.5998,0.4963,0.7172,0.5427,0.3559,0.7556,74.54
0.4134,0.0688,0.5715,0.5066,0.8379,0.6865,75.2
0.996,0.809,0.2916,0.3664,0.5908,0.7075,48.8
0.2551,0.4563,0.8843,0.2196,0.1276,1.0,88.08
0.9198,0.2144,0.3121,0.1862,0.8709,0.5447,54.51
0.5567,0.9294,0.5073,0.2898,0.2067,0.3579,56.93
0.7378,0.9031,0.3528,0.3963,0.4633,0.6715,59.91
0.7231,0.4964,0.2045,0.018,0.4027,0.6269,63.78
0.4022,0.0037,0.8769,0.3776,0.717,0.3985,83.89
0.9925,0.8525,0.2841,0.9671,0.7874,0.8413,49.08
0.9279,0.8587,0.5524,0.8652,0.5372,0.6907,54.26
0.7901,0.7626,0.2936,0.2614,0.7904,0.7988,51.55
0.2994,0.7792,0.6507,0.9983,0.4309,0.4023,75.63
0.7605,0.9001,0.4806,0.9666,0.0325,0.5004,57.46
0.1817,0.2524,0.8399,0.2056,0.3401,0.9938,94.99
0.2771,0.8783,0.5937,0.1125,0.5209,0.5335,71.38
0.0981,0.9669,0.3269,0.0291,0.3888,0.4655,68.8
0.5573,0.0883,0.73,0.019,0.5591,0.9154,79.42
0.6259,0.529,0.2582,0.4108,0.3381,0.5705,66.89
0.3614,0.9849,0.5867,0.6254,0.3723,1.0,73.76
0.4996,0.7547,0.845,0.2086,0.8532,0.4273,67.13
0.6893,0.3365,0.5476,0.4889,0.4612,0.7264,66.35
0.2096,0.7883,0.4976,0.2086,0.7756,0.3319,69.79
0.2568,0.5956,0.6094,0.2201,0.814,0.7591,80.08
0.7994,0.1792,0.7506,0.855,0.192,0.8072,74.05
0.013,0.8114,0.7947,0.115,0.8659,0.2804,79.06
0.1063,0.3079,0.8769,0.3078,0.1834,0.4322,93.39
0.9718,0.4994,0.3094,0.0746,0.9928,0.8034,53.07
0.5246,0.3938,0.7602,0.3845,0.8193,1.0,77.85
0.8255,0.704,0.213,0.8392,0.9808,0.8538,51.16
0.9812,0.4812,0.5712,0.9221,0.3814,0.812,59.24
0.5723,0.4618,0.3618,0.4521,0.9778,0.7854,64.36
0.1812,0.1937,0.3268,0.3056,0.6746,0.3024,82.16
0.5089,0.387,0.5961,0.9809,0.8958,1.0,73.69
0.6646,0.7529,0.4548,0.915,0.4439,0.4292,58.37
0.7682,0.4889,0.205,0.1156,0.3356,0.8713,66.65
0.6759,0.2056,0.7659,0.7302,0.85,0.2542,73.18
0.9664,0.424,0.4382,0.5084,0.6879,1.0,55.9
0.0628,0.9279,0.5666,0.6736,0.4743,1.0,79.6
0.501,0.9863,0.5352,0.83,0.9204,0.7919,64.71
0.9158,0.9929,0.4875,0.2715,0.4962,0.4042,37.16
0.2008,0.49,0.7878,0.6579,0.885,0.9514,83.1
0.8719,0.2638,0.4343,0.4444,0.7414,0.6029,62.09
0.2593,0.5834,0.3856,0.4426,0.0783,0.5741,75.89
0.2751,0.4434,0.3769,0.3197,0.0361,0.8353,79.72
0.2532,0.7747,0.3689,0.4952,0.6005,0.2551,68.34
0.748,0.6111,0.4204,0.227,0.6237,0.555,51.92
0.027,0.4409,0.7703,0.2797,0.8669,0.2798,88.23
0.3746,0.5321,0.3391,0.5337,0.9249,0.782,70.43
0.1865,0.6072,0.3734,0.6008,0.3029,0.9286,89.55
0.8114,0.0292,0.355,0.209,0.9676,1.0,67.66
0.0874,0.0013,0.8159,0.2184,0.8108,0.8976,98.24
0.0459,0.7381,0.2988,0.361,0.2305,0.7385,80.28
0.6316,0.4319,0.3415,0.2914,0.3946,0.5077,60.9
0.9978,0.9539,0.4759,0.4319,0.0373,0.4502,48.26
0.8571,0.1365,0.54,0.8222,0.5704,0.685,70.78
0.7826,0.7087,0.7305,0.2837,0.8157,0.2989,55.62
0.0888,0.179,0.5425,0.0449,0.8042,0.351,87.21
0.3917,0.9768,0.3837,0.8812,0.4758,0.831,65.93
0.2022,0.1963,0.3652,0.8345,0.4271,0.4916,87.92
0.8622,0.3712,0.6941,0.4731,0.59,1.0,67.56
0.0229,0.8086,0.4408,0.7574,0.6413,0.4181,84.41
0.029,0.4035,0.5695,0.3341,0.7562,0.3054,85.68
0.0852,0.8461,0.6897,0.6802,0.1198,0.3966,85.17
0.3991,0.0949,0.3529,0.1098,0.1876,0.6732,87.76
0.3639,0.6446,0.5646,0.2976,0.6722,0.8916,79.68
0.2485,0.4112,0.5504,0.009,0.9167,0.7129,75.61
0.9792,0.4893,0.2463,0.0449,0.8026,0.6208,46.22
0.03,0.4273,0.2286,0.0358,0.4551,0.4379,81.56
0.5378,0.6455,0.509,0.7308,0.5123,0.4299,68.64
0.8414,0.3513,0.3491,0.9297,0.3286,0.511,63.28
0.6784,0.868,0.8143,0.6202,0.4792,0.7212,60.61
0.8669,0.5541,0.7734,0.2449,0.6632,0.6075,55.81
0.986,0.2457,0.8638,0.428,0.7442,0.5485,55.78
0.9482,0.9938,0.8221,0.5508,0.659,1.0,46.68
0.9965,0.5876,0.2168,0.9958,0.9717,0.2809,42.96
0.0051,0.7132,0.4396,0.4233,0.625,0.2996,77.4
0.7432,0.159,0.7834,0.649,0.8989,0.8065,67.73
0.3811,0.2189,0.8716,0.8225,0.1651,0.4754,85.17
0.8497,0.3996,0.3853,0.0032,0.2448,0.6535,58.47
0.3532,0.8051,0.7891,0.8043,0.6826,0.4411,70.35
0.1634,0.1175,0.8065,0.628,0.3573,0.3356,95.6
0.022,0.128,0.2549,0.9474,0.14,0.2857,94.73
0.9967,0.8543,0.8533,0.1263,0.9086,0.5259,47.82
0.0325,0.2375,0.8774,0.9095,0.3466,0.7365,96.84
0.7088,0.2175,0.5613,0.4435,0.8246,0.8,71.47
0.5254,0.7485,0.3896,0.7167,0.6381,0.5501,60.78
0.5263,0.105,0.8006,0.5358,0.486,1.0,85.65
0.1381,0.9318,0.7964,0.5869,0.8681,0.3403,76.54
0.3433,0.8708,0.4556,0.467,0.4188,0.7339,65.23
0.3365,0.3384,0.2287,0.0536,0.5133,0.7773,75.34
0.7279,0.8524,0.6344,0.845,0.2618,0.71,58.2
0.3386,0.8246,0.7335,0.5125,0.2817,0.9278,79.64
0.8848,0.8453,0.716,0.5104,0.1362,0.484,52.55
0.2373,0.3324,0.5105,0.8507,0.5957,0.581,85.65
0.7839,0.6013,0.7599,0.9342,0.3683,0.5549,58.38
0.5078,0.7118,0.6648,0.4466,0.776,0.525,64.46
0.7676,0.452,0.5477,0.4932,0.3721,1.0,62.84
0.1175,0.2168,0.5132,0.8515,0.7367,0.9945,97.5
0.2483,0.5961,0.631,0.017,0.0621,0.5113,77.98
0.9833,0.5474,0.4174,0.688,0.4161,1.0,59.42
0.922,0.8455,0.2739,0.4264,0.1975,0.7667,51.29
0.4886,0.154,0.4548,0.221,0.9016,1.0,71.98
0.7765,0.4309,0.3845,0.7342,0.0208,0.526,67.09
0.9857,0.4908,0.6757,0.3973,0.1973,0.3075,48.84
0.283,0.3678,0.2792,0.6276,0.2763,0.7051,87.1
0.0559,0.2829,0.4552,0.5557,0.7903,0.5738,85.59
0.6225,0.3362,0.7815,0.9236,0.8014,1.0,72.11
0.9699,0.2147,0.4611,0.9701,0.658,0.8911,64.85
0.8606,0.4146,0.5563,0.5605,0.7823,0.5764,67.26
0.7438,0.0917,0.5519,0.7591,0.0508,0.4342,74.95
0.4736,0.3706,0.4307,0.4715,0.3211,0.3955,70.49
0.5831,0.2231,0.5892,0.8872,0.7784,0.8147,72.95
0.9655,0.8703,0.6678,0.4202,0.5235,1.0,57.77
0.5463,0.6462,0.2171,0.088,0.3686,0.9742,59.67
0.5519,0.5972,0.265,0.3694,0.2046,0.2901,63.14
0.6111,0.1899,0.6745,0.2374,0.2171,0.7731,77.72
0.243,0.5874,0.3295,0.0024,0.6691,0.4665,68.4
0.1696,0.6549,0.8664,0.5596,0.6149,0.7342,82.17
0.2833,0.9391,0.5638,0.7527,0.4122,0.6651,68.62
0.273,0.8433,0.2946,0.0079,0.2326,0.7198,73.28
0.0927,0.2939,0.72,0.4048,0.2921,0.5049,91.37
0.2748,0.03,0.5242,0.5588,0.7665,0.9512,86.23
0.7616,0.5993,0.5039,0.2396,0.5939,0.8469,55.1
0.5497,0.4436,0.7983,0.2726,0.5665,0.5352,70.46
0.5265,0.6638,0.4142,0.9499,0.384,0.809,74.46
0.7031,0.2493,0.7673,0.3303,0.4372,0.535,70.09
0.1442,0.6151,0.2072,0.1526,0.3789,0.9778,80.61
0.9387,0.8052,0.3878,0.9552,0.3886,0.6334,45.85
0.996,0.5194,0.8711,0.1217,0.9864,0.4169,52.87
0.1459,0.665,0.6549,0.9748,0.6456,0.4941,85.82
0.5602,0.1374,0.8323,0.2266,0.2078,0.6955,78.78
0.9812,0.6755,0.245,0.5147,0.4919,0.5257,46.59
0.8833,0.5208,0.4287,0.5014,0.0515,0.4934,57.09
0.6865,0.9134,0.4279,0.7756,0.6626,0.8474,60.83
0.6661,0.7908,0.4603,0.8011,0.5024,0.7648,67.84
0.3373,0.8497,0.2922,0.3956,0.7486,0.8474,66.97
0.2611,0.2554,0.6212,0.2148,0.4142,0.4555,80.56
0.1074,0.9621,0.4486,0.8828,0.7996,0.4128,73.4
0.0615,0.1509,0.8865,0.5101,0.4431,0.6679,100
0.0507,0.3258,0.6421,0.0927,0.971,0.5686,87.06
0.9441,0.0217,0.4382,0.3741,0.1013,0.4551,68.35
0.0497,0.0876,0.3842,0.1875,0.1856,0.4203,90.57
0.5627,0.868,0.5331,0.4233,0.7102,0.4377,60.94
0.6918,0.0476,0.3954,0.2072,0.548,0.2514,63.9
0.0406,0.9817,0.7603,0.6156,0.0774,1.0,89.76
0.1269,0.0815,0.3871,0.4591,0.8386,0.9636,91.86
0.9183,0.5804,0.7366,0.3618,0.5986,0.5559,55.48
0.1802,0.6164,0.5005,0.9575,0.8018,0.4476,78.76
0.9036,0.5038,0.3356,0.3121,0.8673,0.8252,46.54
0.7195,0.1235,0.2281,0.0768,0.5953,0.3904,64.21
0.8894,0.1399,0.481,0.5877,0.2875,0.9866,70.42
0.2825,0.447,0.8765,0.155,0.2834,0.3258,84.23
0.1263,0.282,0.7599,0.1796,0.425,0.5721,90.77
0.2012,0.0864,0.4897,0.3558,0.5102,0.6336,87.42
0.1455,0.4537,0.4322,0.1498,0.4569,0.3773,82.37
0.6291,0.4731,0.2402,0.4547,0.3141,0.2571,63.49
0.8893,0.3562,0.7238,0.842,0.6852,0.6502,59.77
0.0027,0.4624,0.2532,0.071,0.1778,0.8897,89.49
0.0913,0.3831,0.8087,0.5988,0.8102,1.0,88.21
0.5743,0.2296,0.6874,0.2313,0.6296,0.5897,77.03
0.5297,0.7341,0.6906,0.9683,0.8709,0.6337,65.62
0.4424,0.2968,0.3017,0.1083,0.528,0.2794,70.32
0.2714,0.3959,0.3855,0.7499,0.7841,0.8257,78.54
0.5735,0.1427,0.2242,0.0688,0.7748,1.0,66.96
0.323,0.3048,0.5531,0.7791,0.0985,0.8062,88.78
0.365,0.2478,0.8864,0.2031,0.2381,0.5394,87.34
0.7087,0.3683,0.4119,0.4655,0.8705,0.2527,62.06
0.1195,0.7711,0.3845,0.4508,0.449,0.8365,73.77
0.1467,0.7863,0.2075,0.9667,0.2696,0.3064,77.49
0.7001,0.6224,0.5863,0.68,0.805,1.0,61.38
0.9204,0.6276,0.5958,0.4707,0.4491,1.0,55.1
0.1084,0.3786,0.5111,0.0368,0.6043,0.7024,84.0
0.7395,0.9679,0.742,0.239,0.7635,0.3134,52.37
0.3631,0.8253,0.2588,0.3784,0.7691,0.4234,63.48
0.7175,0.0736,0.6122,0.995,0.3758,0.84,82.24
0.8166,0.7227,0.2302,0.3504,0.7174,0.827,52.61
0.9281,0.8701,0.7796,0.9791,0.334,0.4357,55.44
0.6639,0.8525,0.8933,0.865,0.0067,0.4892,64.0
0.1799,0.0123,0.5766,0.648,0.4254,0.8482,95.25
0.581,0.8188,0.4875,0.7601,0.9782,1.0,58.91
0.6576,0.7876,0.7734,0.0649,0.5611,0.7198,63.81
0.0264,0.6064,0.8575,0.2203,0.8384,0.7887,82.54
0.068,0.2783,0.6002,0.8146,0.0672,0.6784,98.91
0.1359,0.6903,0.6667,0.5274,0.3447,1.0,86.58
0.6683,0.6903,0.5233,0.8233,0.8511,0.9695,66.95
0.4641,0.6977,0.5546,0.8809,0.1006,0.7662,77.35
0.4268,0.656,0.7147,0.9088,0.3059,0.2758,71.38
0.3179,0.5946,0.4732,0.7982,0.6858,1.0,78.33
0.8174,0.1493,0.4479,0.816,0.8443,1.0,66.7
0.9275,0.8339,0.8536,0.6629,0.7971,0.9197,55.33
0.7824,0.6098,0.4462,0.0487,0.3569,0.639,57.27
0.7225,0.4161,0.531,0.3631,0.1206,0.3698,59.34
0.113,0.7269,0.3835,0.4493,0.9804,0.7075,73.14
0.9849,0.9285,0.6667,0.9451,0.6546,0.5313,45.55
0.537,0.3728,0.6231,0.5903,0.7517,0.4127,70.72
0.0803,0.2001,0.6879,0.8921,0.4258,0.7798,98.0
0.1487,0.8099,0.2784,0.089,0.4202,0.7865,75.83
0.6782,0.2129,0.2534,0.7647,0.4784,0.4487,70.8
0.3209,0.3933,0.2928,0.7978,0.7237,0.6877,77.83
0.3315,0.4235,0.3202,0.1358,0.6755,0.9609,78.76
0.9561,0.2536,0.5529,0.1137,0.5585,0.6196,60.49
